"Status","Droga","Proteína","Peroxidação","TBARS"
"DOM","DPAT",0.145204560697519,0.728004956629492,5.0136507636700625
"DOM","DPAT",0.0714285714285715,0.526641883519207,7.372986369268892
"DOM","DPAT",0.115023474178404,0.774473358116481,6.733176541992249
"DOM","DPAT",0.188799463447351,0.960346964064436,5.086597951758694
"DOM","DPAT",0.0479543930248156,0.80545229244114,16.796214937478865
"DOM","DPAT",0.0647216633132127,0.433705080545229,6.701080570911248
"DOM","DPAT",0.0244802146210597,0.433705080545229,17.716555481998252
"DOM","DPAT",0.101609657947686,0.650557620817844,6.4025175751776
"DOM","DPAT",0.0446009389671362,0.294299876084263,6.598513011152416
"DOM","DPAT",0.108316566063045,0.38723667905824,3.5750457490763807
"DOM","DPAT",0.168678739101274,0.325278810408922,1.9283924704560778
"DOM","DPAT",0.121730382293763,0.542131350681537,4.453541839483024
"DOM","DPAT",0.215627095908786,12.4845105328377,57.89861649910113
"DOM","DPAT",0.0378940308517773,0.309789343246592,8.175148863374675
"DOM","DPAT",0.101609657947686,0.511152416356878,5.030549523353835
"DOM","DPAT",0.0613682092555332,0.851920693928129,13.882117537123937
"DOM","VEH",0.0647216633132127,0.511152416356878,7.89770210143113
"DOM","VEH",0.128437290409121,0.557620817843866,4.341580362429278
"DOM","VEH",0.0781354795439303,0.294299876084263,3.7665331780397926
"DOM","VEH",0.13514419852448,0.4182156133829,3.09458798786057
"DOM","VEH",0.0546613011401744,0.480173482032218,8.784523456564868
"DOM","VEH",0.165325285043595,0.511152416356878,3.09179818575296
"DOM","VEH",0.0378940308517773,0.0464684014869889,1.2262723295062037
"DOM","VEH",0.148558014755198,0.557620817843866,3.75355593410927
"DOM","VEH",0.0446009389671362,0.139405204460967,3.125611426335362
"DOM","VEH",0.0881958417169685,0.309789343246592,3.512516431792157
"DOM","VEH",0.19215291750503,0.433705080545229,2.2570829846175813
"DOM","VEH",0.118376928236083,0.666047087980174,5.626494097328276
"DOM","VEH",0.0714285714285715,0.278810408921933,3.9033457249070582
"DOM","VEH",0.101609657947686,0.573110285006196,5.640313101942173
"DOM","VEH",0.128437290409121,0.542131350681537,4.220980907917358
"DOM","VEH",0.0714285714285715,0.401177199504337,5.616480793060713
"DOM","VEH",0.158618376928236,0.697026022304833,4.39435855922413
"CTRL","DPAT",0.158618376928236,0.526641883519207,3.320182022524897
"CTRL","DPAT",0.0546613011401744,0.0464684014869889,0.8501151732159561
"CTRL","DPAT",0.168678739101274,0.650557620817844,3.8567849409121555
"CTRL","DPAT",0.172032193158954,0.495662949194548,2.8812220555519295
"CTRL","DPAT",0.182092555331992,0.758983890954151,4.16812147849959
"CTRL","DPAT",0.148558014755198,0.681536555142503,4.587679475022442
"CTRL","DPAT",0.148558014755198,0.573110285006196,3.857821376723419
"CTRL","DPAT",0.0747820254862509,0.80545229244114,10.77066697784519
"CTRL","DPAT",0.0982562038900068,0.449194547707559,4.571666011139726
"CTRL","DPAT",0.165325285043595,0.294299876084263,1.7801262281607946
"SUB","VEH",0.286049631120054,1.744749596122779,6.09946459043156
"SUB","VEH",0.286049631120054,1.922455573505654,6.72070635427181
"SUB","VEH",0.302816901408451,0.873990306946688,2.886200548521618
"SUB","VEH",0.319584171696848,1.1486268174475,3.594129244101199
"SUB","VEH",0.383299798792756,0.696284329563813,1.8165528178121553
"SUB","VEH",0.24916163648558,1.365105008077545,5.478792912634241
"SUB","VEH",0.400067069081154,0.736672051696284,1.8413713815241548
"SUB","VEH",0.19215291750503,1.308562197092084,6.810004313662475
"SUB","VEH",0.302816901408451,1.453957996768982,4.80144268700454
"SUB","VEH",0.346411804158283,0.583198707592892,1.6835416709022306
"SUB","VEH",0.185446009389671,1.348949919224556,7.274084374552682
"SUB","VEH",0.242454728370221,1.324717285945073,5.463771710495454
"SUB","VEH",0.292756539235413,1.437802907915994,4.911258042847063
"SUB","VEH",0.242454728370221,1.445880452342488,5.963506927918817
"SUB","VEH",0.202213279678068,1.470113085621971,7.27011147815046
"SUB","VEH",0.272635814889336,1.4019271,5.142123754243542
"SUB","DPAT",0.104963112005366,0.437802907915994,4.171016841551081
"SUB","DPAT",0.0613682092555332,0.397415185783522,6.475913027357719
"SUB","DPAT",0.215627095908786,0.768982229402262,3.566259732624488
"SUB","DPAT",0.0647216633132127,0.260096930533118,4.018699724610139
"SUB","DPAT",0.155264922870557,0.688206785137318,4.432467890452437
"SUB","DPAT",0.111670020120724,0.712439418416802,6.3798629000567875
"SUB","DPAT",0.0680751173708921,0.397415185783522,5.837892039440695
"SUB","DPAT",0.0479543930248156,0.405492730210016,8.455799450952913
"SUB","DPAT",0.0781354795439303,0.615508885298869,7.877457064211272
"SUB","DPAT",0.128437290409121,0.558966074313409,4.352054395829218
"SUB","DPAT",0.108316566063045,0.437802907915994,4.041883193205861
"SUB","DPAT",0.101609657947686,0.510500807754443,5.024136662454622
"SUB","DPAT",0.168678739101274,1.11631663974152,6.618004412940793
"SUB","DPAT",0.259221998658618,1.23747980613893,4.7738224862953365
"SUB","DPAT",0.359825620389001,1.94022617124394,5.392129023904402
"SUB","DPAT",0.161971830985916,0.534733441033926,3.3013977663833587
"SUB","DPAT",0.0580147551978538,0.373182552504039,6.432545500387538
"SUB","DPAT",0.158618376928236,0.526655896607431,3.3202703671952642
"SUB","DPAT",0.121730382293763,0.292407108239095,2.402088145369086
"SUB","DPAT",0.0714285714285715,0.179321486268175,2.5105008077544477
